fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Tipo Vinho
6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.9906699999999999;3.2;0.6;12.3;7.0;White
6.5;0.22;0.19;1.3;0.064;36.0;188.0;0.99297;3.05;0.5;9.5;6.0;White
6.2;0.36;0.45;10.4;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6.0;White
6.2;0.37;0.24;6.1;0.032;19.0;86.0;0.9906699999999999;3.04;0.37;12.3;7.0;White
7.6;0.31;0.24;1.8;0.037000000000000005;39.0;150.0;0.9913;3.05;0.44;11.8;7.0;White
6.2;0.36;0.45;10.4;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6.0;White
6.0;0.32;0.28;4.7;0.039;34.0;94.0;0.9906699999999999;3.22;0.57;12.3;7.0;White
6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.9906699999999999;3.2;0.6;12.3;7.0;White
6.0;0.22;0.3;1.3;0.047;36.0;131.0;0.992;3.26;0.45;10.4;5.0;White
6.0;0.45;0.27;6.4;0.033;20.0;102.0;0.9906699999999999;3.22;0.37;12.3;7.0;White
6.1;0.36;0.26;8.15;0.035;14.0;88.0;0.9906699999999999;3.06;0.37;12.3;7.0;White
6.2;0.37;0.24;6.1;0.032;19.0;86.0;0.9906699999999999;3.04;0.37;12.3;7.0;White
7.5;0.21;0.32;4.8;0.056;39.0;113.0;0.99393;3.11;0.52;10.2;7.0;White
6.9;0.28;0.33;1.3;0.039;16.0;98.0;0.9906699999999999;3.07;0.39;11.7;6.0;White
6.5;0.22;0.19;1.3;0.064;36.0;188.0;0.99297;3.05;0.5;9.5;6.0;White
7.8;0.2;0.2;1.4;0.036000000000000004;25.0;83.0;0.99088;3.03;0.46;11.7;6.0;White
6.7;0.28;0.31;7.4;0.041;9.0;81.0;0.99254;3.04;0.47;11.4;7.0;White
7.6;0.31;0.24;1.8;0.037000000000000005;39.0;150.0;0.9913;3.05;0.44;11.8;7.0;White
8.0;0.2;0.44;1.3;0.057;24.0;111.0;0.99158;3.09;0.37;11.2;6.0;White
6.0;0.28;0.27;13.0;0.036000000000000004;31.0;134.0;0.99408;3.19;0.44;12.3;7.0;White
6.0;0.28;0.27;13.0;0.036000000000000004;31.0;134.0;0.99408;3.19;0.44;12.3;7.0;White
6.7;0.24;0.36;8.4;0.042;42.0;123.0;0.99473;3.34;0.52;10.9;6.0;White
6.3;0.22;0.28;2.4;0.042;38.0;102.0;0.9906699999999999;3.14;0.37;11.6;7.0;White
6.0;0.24;0.28;3.95;0.038;54.0;134.0;0.99146;3.3;0.54;11.3;7.0;White
7.7;0.43;0.49;13.0;0.032;42.0;164.0;0.99742;3.29;0.5;12.0;6.0;White
6.4;0.3;0.36;2.0;0.052000000000000005;18.0;141.0;0.99273;3.38;0.53;10.5;6.0;White
6.1;0.33;0.3;3.0;0.036000000000000004;30.0;124.0;0.9906699999999999;3.31;0.4;12.3;7.0;White
6.0;0.28;0.27;13.0;0.036000000000000004;31.0;134.0;0.99408;3.19;0.44;12.3;7.0;White
6.7;0.24;0.36;8.4;0.042;42.0;123.0;0.99473;3.34;0.52;10.9;6.0;White
6.7;0.29;0.45;13.0;0.054000000000000006;30.0;181.0;0.9984;3.14;0.57;9.1;5.0;White
6.9;0.33;0.31;4.2;0.04;21.0;93.0;0.9906699999999999;3.18;0.48;12.3;7.0;White
6.5;0.18;0.34;1.4;0.031;29.0;133.0;0.99108;3.33;0.64;11.5;7.0;White
6.0;0.2;0.32;3.0;0.031;26.0;118.0;0.99134;3.38;0.68;11.2;7.0;White
7.5;0.33;0.28;4.9;0.042;21.0;155.0;0.99385;3.36;0.57;10.9;6.0;White
7.1;0.36;0.28;2.4;0.036000000000000004;35.0;115.0;0.9906699999999999;3.19;0.44;12.3;7.0;White
6.7;0.29;0.45;13.0;0.054000000000000006;30.0;181.0;0.9984;3.14;0.57;9.1;5.0;White
6.4;0.26;0.25;10.7;0.046;54.0;179.0;0.99606;3.17;0.55;9.9;6.0;White
7.0;0.22;0.24;11.0;0.041;54.0;167.0;0.99508;3.02;0.56;10.5;6.0;White
6.5;0.19;0.28;1.4;0.046;22.0;90.0;0.9906699999999999;3.18;0.51;11.7;7.0;White
6.3;0.21;0.31;1.3;0.043;30.0;117.0;0.99158;3.42;0.68;11.0;6.0;White
7.9;0.35;0.28;12.9;0.032;13.0;63.0;0.9932;3.02;0.43;12.3;6.0;White
7.7;0.38;0.23;10.8;0.031;28.0;95.0;0.99164;3.02;0.41;12.3;6.0;White
6.8;0.19;0.33;1.3;0.031;22.0;87.0;0.9906699999999999;3.08;0.62;12.3;7.0;White
7.2;0.33;0.34;2.0;0.044;54.0;171.0;0.9906699999999999;3.25;0.53;12.3;7.0;White
6.6;0.29;0.29;1.8;0.036000000000000004;38.0;102.0;0.9906699999999999;3.08;0.42;12.3;7.0;White
7.5;0.2;0.41;1.3;0.05;26.0;131.0;0.99133;3.19;0.52;11.1;5.0;White
6.9;0.33;0.49;7.5;0.038;46.0;132.0;0.99143;3.23;0.43;12.3;7.0;White
6.0;0.23;0.15;9.7;0.048;54.0;188.0;0.99571;3.05;0.37;9.1;5.0;White
6.0;0.23;0.24;3.8;0.038;54.0;152.0;0.99139;3.31;0.5;11.3;7.0;White
6.6;0.32;0.41;7.2;0.048;54.0;178.0;0.99537;3.2;0.46;9.4;5.0;White
6.0;0.23;0.15;9.7;0.048;54.0;188.0;0.99571;3.05;0.37;9.1;5.0;White
6.0;0.36;0.27;6.3;0.031;40.0;132.0;0.99186;3.37;0.4;11.6;6.0;White
6.0;0.36;0.27;6.3;0.031;40.0;132.0;0.99186;3.37;0.4;11.6;6.0;White
8.8;0.27;0.28;1.3;0.031;29.0;128.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
7.6;0.23;0.29;8.6;0.053;54.0;146.0;0.9963;3.11;0.37;9.8;6.0;White
6.9;0.59;0.14;6.3;0.036000000000000004;19.0;50.0;0.99312;3.09;0.37;11.1;5.0;White
7.1;0.35;0.27;3.1;0.034;28.0;134.0;0.9906699999999999;3.26;0.38;12.3;7.0;White
7.2;0.31;0.35;7.2;0.046;45.0;178.0;0.9955;3.14;0.53;9.7;5.0;White
6.4;0.28;0.44;7.1;0.048;49.0;179.0;0.99528;3.15;0.48;9.2;5.0;White
7.2;0.23;0.46;6.4;0.036000000000000004;17.0;85.0;0.99279;3.1;0.72;11.7;6.0;White
6.6;0.22;0.3;13.0;0.045;50.0;136.0;0.99704;3.14;0.37;10.6;6.0;White
7.2;0.31;0.35;7.2;0.046;45.0;178.0;0.9955;3.14;0.53;9.7;5.0;White
6.4;0.28;0.44;7.1;0.048;49.0;179.0;0.99528;3.15;0.48;9.2;5.0;White
7.2;0.24;0.28;1.9;0.032;30.0;92.0;0.9914;3.1;0.39;10.9;6.0;White
6.2;0.27;0.47;1.3;0.086;28.0;105.0;0.99224;3.23;0.51;10.1;5.0;White
6.5;0.28;0.25;4.8;0.031;54.0;128.0;0.99074;3.17;0.44;12.2;7.0;White
7.2;0.27;0.31;1.3;0.031;27.0;80.0;0.9906699999999999;3.03;0.37;12.3;6.0;White
7.8;0.28;0.25;3.4;0.031;27.0;99.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
8.1;0.26;0.27;4.3;0.031;43.0;123.0;0.99212;3.16;0.37;11.2;6.0;White
6.6;0.23;0.37;8.5;0.036000000000000004;46.0;153.0;0.99576;3.2;0.48;9.4;6.0;White
6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6.0;White
6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6.0;White
7.3;0.2;0.29;13.0;0.039;54.0;188.0;0.9984;3.1;0.48;9.2;6.0;White
6.6;0.23;0.37;8.5;0.036000000000000004;46.0;153.0;0.99576;3.2;0.48;9.4;6.0;White
7.3;0.2;0.29;13.0;0.039;54.0;188.0;0.9984;3.1;0.48;9.2;6.0;White
6.2;0.47;0.19;8.3;0.031;24.0;142.0;0.992;3.22;0.45;12.3;6.0;White
6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6.0;White
7.2;0.18;0.32;1.3;0.031;48.0;116.0;0.99218;3.04;0.67;10.0;6.0;White
6.0;0.22;0.22;13.0;0.044;39.0;110.0;0.9984;3.24;0.48;9.1;6.0;White
6.0;0.22;0.22;13.0;0.044;39.0;110.0;0.9984;3.24;0.48;9.1;6.0;White
6.0;0.22;0.22;13.0;0.044;39.0;110.0;0.9984;3.24;0.48;9.1;6.0;White
8.1;0.2;0.28;1.3;0.031;49.0;87.0;0.9906699999999999;3.02;0.37;11.1;6.0;White
6.0;0.18;0.15;6.1;0.042;27.0;123.0;0.99362;3.06;0.6;9.9;6.0;White
6.0;0.21;0.21;10.2;0.037000000000000005;17.0;112.0;0.99324;3.42;0.48;12.2;7.0;White
8.1;0.2;0.28;1.3;0.031;49.0;87.0;0.9906699999999999;3.02;0.37;11.1;6.0;White
6.0;0.22;0.22;13.0;0.044;39.0;110.0;0.9984;3.24;0.48;9.1;6.0;White
7.5;0.34;0.24;3.85;0.031;9.0;34.0;0.99098;3.02;0.37;11.8;5.0;White
6.6;0.59;0.28;4.4;0.032;19.0;78.0;0.9906699999999999;3.11;0.62;12.3;6.0;White
7.0;0.48;0.14;4.5;0.05;23.0;86.0;0.99398;3.02;0.37;9.1;5.0;White
7.6;0.37;0.34;3.2;0.031;42.0;162.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
7.0;0.48;0.14;4.5;0.05;23.0;86.0;0.99398;3.02;0.37;9.1;5.0;White
6.6;0.59;0.28;4.4;0.032;19.0;78.0;0.9906699999999999;3.11;0.62;12.3;6.0;White
8.0;0.25;0.27;9.7;0.036000000000000004;15.0;85.0;0.99406;3.02;0.37;11.2;6.0;White
7.6;0.38;0.28;4.2;0.031;9.0;112.0;0.9906699999999999;3.02;0.41;12.3;6.0;White
6.9;0.26;0.27;4.2;0.031;20.0;80.0;0.99089;3.12;0.39;11.5;6.0;White
7.8;0.18;0.34;1.3;0.035;31.0;93.0;0.99096;3.07;0.72;11.3;7.0;White
8.0;0.25;0.27;9.7;0.036000000000000004;15.0;85.0;0.99406;3.02;0.37;11.2;6.0;White
6.9;0.26;0.27;4.2;0.031;20.0;80.0;0.99089;3.12;0.39;11.5;6.0;White
6.0;0.59;0.14;5.6;0.033;9.0;31.0;0.9936;3.32;0.51;10.5;5.0;White
7.6;0.38;0.28;4.2;0.031;9.0;112.0;0.9906699999999999;3.02;0.41;12.3;6.0;White
7.8;0.31;0.4;1.6;0.031;20.0;87.0;0.9911;3.15;0.48;11.9;6.0;White
8.1;0.18;0.21;1.6;0.036000000000000004;24.0;119.0;0.99396;3.18;0.52;10.1;6.0;White
6.8;0.18;0.28;1.3;0.031;32.0;112.0;0.99089;3.15;0.45;11.0;7.0;White
7.4;0.28;0.36;13.0;0.048;35.0;161.0;0.9968;3.14;0.56;10.6;5.0;White
7.3;0.23;0.27;2.6;0.035;39.0;120.0;0.99138;3.04;0.59;11.3;7.0;White
6.7;0.22;0.22;1.3;0.038;9.0;124.0;0.99098;3.1;0.37;11.2;5.0;White
7.4;0.25;0.28;7.25;0.031;14.0;78.0;0.99238;3.02;0.37;11.5;7.0;White
7.5;0.3;0.21;6.55;0.031;33.0;143.0;0.99244;3.02;0.37;11.1;5.0;White
7.2;0.26;0.24;7.0;0.031;19.0;130.0;0.99176;3.14;0.49;12.3;7.0;White
6.3;0.32;0.32;1.5;0.037000000000000005;12.0;76.0;0.9906699999999999;3.3;0.46;12.3;6.0;White
7.7;0.24;0.3;1.4;0.041;15.0;102.0;0.9929;3.26;0.53;10.4;6.0;White
7.4;0.25;0.28;7.25;0.031;14.0;78.0;0.99238;3.02;0.37;11.5;7.0;White
7.0;0.24;0.35;1.3;0.032;42.0;104.0;0.9906699999999999;3.16;0.37;11.7;7.0;White
6.0;0.28;0.28;4.2;0.044;52.0;158.0;0.992;3.35;0.44;10.7;7.0;White
6.8;0.19;0.49;13.0;0.042;21.0;114.0;0.99784;3.02;0.5;9.5;6.0;White
6.8;0.19;0.49;13.0;0.042;21.0;114.0;0.99784;3.02;0.5;9.5;6.0;White
6.8;0.19;0.49;13.0;0.042;21.0;114.0;0.99784;3.02;0.5;9.5;6.0;White
6.6;0.19;0.35;1.5;0.037000000000000005;37.0;107.0;0.9906699999999999;3.18;0.68;12.0;7.0;White
6.4;0.28;0.36;1.3;0.053;28.0;186.0;0.99211;3.31;0.45;10.8;5.0;White
6.0;0.28;0.27;3.9;0.043;52.0;158.0;0.99202;3.35;0.44;10.7;7.0;White
6.0;0.28;0.28;4.2;0.044;52.0;158.0;0.992;3.35;0.44;10.7;7.0;White
6.8;0.19;0.32;7.6;0.049;37.0;107.0;0.99332;3.12;0.44;10.7;7.0;White
7.2;0.18;0.29;1.3;0.031;40.0;123.0;0.9906699999999999;3.12;0.4;12.1;7.0;White
6.6;0.18;0.28;1.3;0.034;54.0;108.0;0.9906699999999999;3.02;0.52;11.9;7.0;White
6.6;0.19;0.28;11.8;0.042;54.0;137.0;0.99492;3.18;0.37;10.8;6.0;White
6.0;0.2;0.24;1.4;0.033;54.0;169.0;0.9906699999999999;3.42;0.56;12.3;7.0;White
6.6;0.39;0.38;9.7;0.053;49.0;188.0;0.99787;3.3;0.57;9.4;6.0;White
6.8;0.18;0.3;12.9;0.049;32.0;88.0;0.99654;3.2;0.37;9.9;6.0;White
6.6;0.295;0.24;1.6;0.039;29.0;140.0;0.99304;3.35;0.61;10.4;7.0;White
6.6;0.26;0.24;7.2;0.038;28.0;137.0;0.9952;3.35;0.6;10.4;6.0;White
7.0;0.32;0.27;7.1;0.031;37.0;122.0;0.99165;3.15;0.6;12.3;7.0;White
7.4;0.36;0.23;1.9;0.031;31.0;69.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
6.7;0.35;0.48;8.8;0.056;35.0;167.0;0.99628;3.04;0.47;9.4;5.0;White
6.4;0.38;0.24;7.2;0.047;41.0;151.0;0.99604;3.11;0.6;9.2;5.0;White
6.8;0.18;0.18;1.4;0.047;30.0;90.0;0.99164;3.27;0.54;11.2;6.0;White
7.0;0.18;0.25;13.0;0.044;27.0;149.0;0.998;3.02;0.46;9.2;6.0;White
7.0;0.18;0.25;13.0;0.044;27.0;149.0;0.998;3.02;0.46;9.2;6.0;White
6.7;0.35;0.48;8.8;0.056;35.0;167.0;0.99628;3.04;0.47;9.4;5.0;White
6.8;0.18;0.18;1.4;0.047;30.0;90.0;0.99164;3.27;0.54;11.2;6.0;White
6.8;0.18;0.18;1.8;0.046;31.0;114.0;0.99226;3.27;0.55;10.8;6.0;White
7.0;0.18;0.25;13.0;0.044;27.0;149.0;0.998;3.02;0.46;9.2;6.0;White
6.4;0.38;0.24;7.2;0.047;41.0;151.0;0.99604;3.11;0.6;9.2;5.0;White
7.2;0.24;0.3;1.3;0.037000000000000005;11.0;95.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
7.7;0.32;0.49;11.8;0.041;54.0;188.0;0.99794;3.02;0.54;9.3;5.0;White
7.0;0.29;0.33;1.3;0.041;20.0;117.0;0.9906699999999999;3.21;0.5;11.4;5.0;White
7.1;0.27;0.24;12.6;0.044;48.0;118.0;0.99726;3.04;0.56;10.0;7.0;White
6.8;0.45;0.28;13.0;0.031;27.0;122.0;0.9984;3.06;0.42;10.6;6.0;White
6.3;0.2;0.26;4.7;0.04;54.0;168.0;0.99278;3.07;0.72;10.7;7.0;White
7.1;0.27;0.24;12.6;0.044;48.0;118.0;0.99726;3.04;0.56;10.0;7.0;White
7.2;0.24;0.3;1.3;0.037000000000000005;11.0;95.0;0.9906699999999999;3.02;0.37;12.3;6.0;White
6.8;0.45;0.28;13.0;0.031;27.0;122.0;0.9984;3.06;0.42;10.6;6.0;White
6.6;0.36;0.28;6.1;0.031;12.0;93.0;0.9906699999999999;3.19;0.37;12.3;7.0;White
7.7;0.32;0.49;11.8;0.041;54.0;188.0;0.99794;3.02;0.54;9.3;5.0;White
7.0;0.29;0.33;1.3;0.041;20.0;117.0;0.9906699999999999;3.21;0.5;11.4;5.0;White
6.4;0.37;0.2;5.6;0.086;54.0;183.0;0.99459;3.24;0.43;9.5;5.0;White
6.4;0.38;0.2;5.3;0.086;54.0;181.0;0.99459;3.24;0.43;9.5;6.0;White
6.4;0.36;0.2;5.7;0.086;54.0;172.0;0.9946;3.24;0.43;9.5;6.0;White
6.6;0.3;0.25;8.0;0.036000000000000004;21.0;124.0;0.99362;3.06;0.38;10.8;6.0;White
6.6;0.3;0.25;8.0;0.036000000000000004;21.0;124.0;0.99362;3.06;0.38;10.8;6.0;White
6.5;0.21;0.49;13.0;0.045;34.0;125.0;0.9984;3.2;0.47;9.1;6.0;White
6.6;0.3;0.25;8.0;0.036000000000000004;21.0;124.0;0.99362;3.06;0.38;10.8;6.0;White
7.6;0.31;0.27;8.8;0.031;54.0;156.0;0.99442;3.08;0.38;11.0;7.0;White
6.0;0.58;0.14;1.5;0.031;33.0;96.0;0.9906699999999999;3.29;0.38;12.3;6.0;White
6.5;0.26;0.39;1.4;0.031;12.0;66.0;0.99089;3.25;0.72;11.3;7.0;White
8.7;0.3;0.34;4.8;0.031;23.0;127.0;0.99474;3.12;0.49;11.2;7.0;White
6.4;0.29;0.32;2.4;0.031;34.0;89.0;0.9906699999999999;3.24;0.66;12.3;7.0;White
6.7;0.18;0.32;3.7;0.031;32.0;99.0;0.99348;3.12;0.44;10.0;6.0;White
6.8;0.19;0.33;4.9;0.047;42.0;130.0;0.99283;3.12;0.56;11.0;6.0;White
6.0;0.25;0.4;5.7;0.052000000000000005;54.0;152.0;0.99398;3.16;0.72;10.5;6.0;White
6.0;0.25;0.4;5.7;0.052000000000000005;54.0;152.0;0.99398;3.16;0.72;10.5;6.0;White
6.8;0.19;0.33;4.9;0.047;42.0;130.0;0.99283;3.12;0.56;11.0;6.0;White
6.4;0.24;0.23;2.0;0.046;30.0;133.0;0.9908;3.12;0.54;11.4;7.0;White
6.0;0.18;0.28;5.1;0.039;50.0;139.0;0.99165;3.16;0.44;11.3;6.0;White
7.2;0.33;0.22;4.5;0.031;10.0;73.0;0.99076;3.02;0.52;12.2;7.0;White
6.4;0.29;0.24;3.2;0.037000000000000005;31.0;95.0;0.9906699999999999;3.02;0.66;12.3;7.0;White
7.3;0.31;0.25;6.65;0.032;30.0;138.0;0.99244;3.02;0.37;11.1;5.0;White
7.0;0.29;0.37;1.6;0.035;34.0;126.0;0.9906699999999999;3.26;0.47;12.3;6.0;White
6.9;0.19;0.49;4.0;0.037000000000000005;9.0;122.0;0.99255;3.02;0.59;10.4;5.0;White
6.3;0.32;0.17;13.0;0.06;51.0;188.0;0.9984;3.13;0.48;9.1;6.0;White
6.6;0.18;0.33;1.4;0.036000000000000004;17.0;109.0;0.99306;3.27;0.61;9.5;6.0;White
6.3;0.32;0.17;13.0;0.06;51.0;188.0;0.9984;3.13;0.48;9.1;6.0;White
6.8;0.18;0.32;7.2;0.047;17.0;109.0;0.99498;3.42;0.44;10.4;6.0;White
6.8;0.52;0.26;5.7;0.038;27.0;130.0;0.9906699999999999;3.11;0.37;12.3;7.0;White
7.1;0.28;0.28;8.5;0.031;25.0;188.0;0.99338;3.16;0.46;12.2;7.0;White
6.0;0.18;0.47;11.4;0.035;49.0;128.0;0.99456;3.03;0.37;10.5;7.0;White
6.0;0.275;0.3;5.4;0.043;41.0;149.0;0.9926;3.33;0.42;10.8;7.0;White
6.0;0.53;0.16;2.7;0.036000000000000004;34.0;128.0;0.9906699999999999;3.2;0.53;12.3;7.0;White
6.0;0.32;0.28;4.3;0.032;46.0;115.0;0.9906699999999999;3.16;0.57;12.3;7.0;White
6.7;0.22;0.39;1.3;0.049;26.0;152.0;0.99346;3.42;0.47;10.0;6.0;White
6.1;0.59;0.14;1.8;0.05;11.0;76.0;0.99268;3.42;0.48;10.4;5.0;White
6.5;0.26;0.31;1.3;0.034;54.0;145.0;0.9906699999999999;3.16;0.54;12.3;6.0;White
6.0;0.29;0.49;5.7;0.035;54.0;155.0;0.9906699999999999;3.27;0.37;12.3;7.0;White
6.0;0.53;0.16;2.7;0.036000000000000004;34.0;128.0;0.9906699999999999;3.2;0.53;12.3;7.0;White
6.8;0.21;0.26;11.7;0.038;54.0;152.0;0.99523;3.02;0.56;10.5;7.0;White
6.0;0.32;0.28;4.3;0.032;46.0;115.0;0.9906699999999999;3.16;0.57;12.3;7.0;White
6.5;0.27;0.26;11.0;0.031;9.0;82.0;0.99402;3.07;0.37;11.2;5.0;White
6.0;0.37;0.32;1.6;0.031;41.0;102.0;0.9906699999999999;3.41;0.55;12.3;7.0;White
6.2;0.21;0.18;11.6;0.044;54.0;155.0;0.99655;3.14;0.52;9.4;6.0;White
6.8;0.3;0.29;6.2;0.031;29.0;95.0;0.99071;3.03;0.37;12.3;7.0;White
7.3;0.41;0.29;1.8;0.032;26.0;74.0;0.9906699999999999;3.02;0.37;12.3;7.0;White
6.0;0.3;0.3;1.3;0.031;25.0;93.0;0.9906699999999999;3.31;0.4;12.3;7.0;White
6.6;0.34;0.2;1.3;0.053;26.0;112.0;0.99336;3.32;0.55;9.1;5.0;White
6.0;0.25;0.19;2.4;0.049;42.0;166.0;0.992;3.25;0.43;10.4;6.0;White
6.0;0.3;0.3;1.3;0.031;25.0;93.0;0.9906699999999999;3.31;0.4;12.3;7.0;White
6.9;0.58;0.49;8.2;0.032;29.0;169.0;0.99275;3.28;0.44;12.2;6.0;White
7.2;0.23;0.25;13.0;0.085;19.0;111.0;0.9984;3.1;0.51;9.1;5.0;White
7.1;0.2;0.27;9.6;0.037000000000000005;19.0;105.0;0.99444;3.04;0.37;10.5;7.0;White
6.8;0.18;0.41;12.9;0.044;54.0;183.0;0.99742;3.24;0.72;10.2;6.0;White
7.0;0.22;0.26;9.2;0.031;37.0;122.0;0.99228;3.06;0.37;12.3;7.0;White
6.4;0.18;0.44;1.3;0.051;39.0;122.0;0.9906699999999999;3.11;0.72;11.3;7.0;White
6.8;0.18;0.41;12.9;0.044;54.0;183.0;0.99742;3.24;0.72;10.2;6.0;White
6.8;0.31;0.3;8.0;0.031;33.0;122.0;0.99164;3.13;0.63;12.3;7.0;White
6.8;0.18;0.41;12.9;0.044;54.0;183.0;0.99742;3.24;0.72;10.2;6.0;White
7.6;0.3;0.37;1.6;0.086;27.0;177.0;0.99438;3.09;0.5;9.8;5.0;White
6.0;0.18;0.27;12.0;0.031;39.0;98.0;0.99402;3.15;0.37;10.8;5.0;White
7.1;0.21;0.35;2.5;0.04;41.0;186.0;0.99128;3.32;0.56;12.3;6.0;White
7.0;0.22;0.26;9.2;0.031;37.0;122.0;0.99228;3.06;0.37;12.3;7.0;White
6.0;0.21;0.24;4.4;0.031;37.0;150.0;0.991;3.3;0.37;11.5;7.0;White
7.4;0.22;0.26;8.8;0.031;23.0;112.0;0.9931;3.02;0.41;11.4;6.0;White
7.1;0.2;0.27;9.6;0.037000000000000005;19.0;105.0;0.99444;3.04;0.37;10.5;7.0;White
6.8;0.31;0.3;8.0;0.031;33.0;122.0;0.99164;3.13;0.63;12.3;7.0;White
7.2;0.23;0.25;13.0;0.085;19.0;111.0;0.9984;3.1;0.51;9.1;5.0;White
6.4;0.18;0.4;1.3;0.053;54.0;146.0;0.99112;3.17;0.68;11.0;6.0;White
6.4;0.18;0.44;1.3;0.051;39.0;122.0;0.9906699999999999;3.11;0.72;11.3;7.0;White
6.8;0.18;0.41;12.9;0.044;54.0;182.0;0.99742;3.24;0.72;10.2;6.0;White
6.3;0.22;0.34;1.3;0.036000000000000004;32.0;96.0;0.9906699999999999;3.06;0.72;11.6;6.0;White
7.6;0.3;0.37;1.6;0.086;27.0;177.0;0.99438;3.09;0.5;9.8;5.0;White
7.0;0.3;0.27;1.5;0.076;24.0;145.0;0.99344;3.1;0.52;10.1;5.0;White
6.6;0.26;0.22;13.0;0.05;23.0;139.0;0.9984;3.06;0.5;9.2;5.0;White
7.5;0.24;0.31;13.0;0.05;26.0;180.0;0.9984;3.05;0.53;9.1;6.0;White
7.5;0.24;0.31;13.0;0.05;26.0;180.0;0.9984;3.05;0.53;9.1;6.0;White
7.5;0.24;0.31;13.0;0.05;26.0;180.0;0.9984;3.05;0.53;9.1;6.0;White
7.5;0.24;0.31;13.0;0.05;26.0;180.0;0.9984;3.05;0.53;9.1;6.0;White
6.6;0.18;0.34;1.3;0.037000000000000005;45.0;79.0;0.9906699999999999;3.02;0.5;11.7;6.0;White
6.7;0.34;0.43;1.6;0.041;29.0;114.0;0.9906699999999999;3.23;0.44;12.3;6.0;White
7.7;0.35;0.46;11.8;0.086;54.0;183.0;0.99786;3.02;0.47;9.1;5.0;White
6.7;0.31;0.14;1.4;0.039;53.0;141.0;0.99206;3.12;0.44;10.1;5.0;White
6.0;0.59;0.14;1.3;0.031;9.0;30.0;0.9906699999999999;3.3;0.37;12.3;5.0;White
7.5;0.24;0.31;13.0;0.05;26.0;180.0;0.9984;3.05;0.53;9.1;6.0;White
6.3;0.2;0.18;10.6;0.045;54.0;159.0;0.99666;3.09;0.54;9.2;5.0;White
6.6;0.28;0.23;10.4;0.049;45.0;188.0;0.99754;3.12;0.51;9.1;5.0;White
8.5;0.18;0.3;1.3;0.031;34.0;95.0;0.99272;3.02;0.37;10.0;5.0;White
6.5;0.35;0.38;7.4;0.036000000000000004;20.0;188.0;0.99712;3.42;0.48;9.1;6.0;White
6.8;0.22;0.26;1.3;0.041;29.0;182.0;0.99104;3.04;0.37;11.2;5.0;White
6.3;0.18;0.24;3.4;0.053;20.0;119.0;0.99373;3.11;0.52;9.2;6.0;White
6.6;0.26;0.22;13.0;0.05;23.0;139.0;0.9984;3.06;0.5;9.2;5.0;White
6.6;0.3;0.45;8.0;0.038;54.0;188.0;0.9956;3.18;0.48;9.5;5.0;White
6.3;0.34;0.27;2.5;0.031;40.0;152.0;0.99095;3.35;0.6;11.9;7.0;White
7.7;0.3;0.23;2.0;0.068;28.0;138.0;0.99382;3.11;0.62;9.8;5.0;White
7.7;0.31;0.23;2.0;0.069;29.0;134.0;0.99382;3.11;0.62;9.8;5.0;White
6.0;0.265;0.28;6.9;0.036000000000000004;46.0;150.0;0.99299;3.36;0.44;10.8;7.0;White
6.0;0.255;0.33;1.3;0.051;29.0;122.0;0.9906699999999999;3.37;0.66;11.3;6.0;White
6.6;0.26;0.28;9.4;0.031;13.0;121.0;0.99254;3.17;0.37;12.1;6.0;White
6.0;0.18;0.28;2.9;0.031;22.0;111.0;0.9906699999999999;3.38;0.37;11.3;7.0;White
6.0;0.265;0.28;6.9;0.036000000000000004;46.0;150.0;0.99299;3.36;0.44;10.8;7.0;White
6.2;0.2;0.33;5.4;0.031;21.0;75.0;0.9906699999999999;3.36;0.41;12.3;7.0;White
7.5;0.28;0.41;1.3;0.044;11.0;126.0;0.99293;3.28;0.45;10.3;5.0;White
6.2;0.22;0.2;13.0;0.035;54.0;184.0;0.9984;3.11;0.53;9.1;6.0;White
7.0;0.34;0.26;10.3;0.041;51.0;166.0;0.99382;3.08;0.37;11.6;6.0;White
7.5;0.28;0.41;1.3;0.044;11.0;126.0;0.99293;3.28;0.45;10.3;5.0;White
6.5;0.19;0.34;1.6;0.031;39.0;116.0;0.9906699999999999;3.21;0.68;12.3;6.0;White
6.0;0.21;0.29;13.0;0.042;28.0;125.0;0.9984;3.39;0.45;9.1;5.0;White
6.1;0.22;0.46;1.8;0.086;34.0;74.0;0.9906699999999999;3.19;0.37;12.3;6.0;White
6.5;0.32;0.48;8.0;0.031;18.0;88.0;0.99144;3.22;0.72;12.3;5.0;White
