CLASSE,TEXTO
NEG,MANUTENÇÃO CORRETIVA NA UTR DO SSC.
NEG,SUBSTITUIÇÃO DE CABOS DO SISTEMA DE MEDIÇÃO DE ENERGIA ELÉTRICA.
NEG,MANUTENÇÃO PREVENTIVA NA 29-48
NEG,MANUTENÇÃO CORRETIVA NO GERADOR DE EMERGÊNCIA - REGULAGEM NA TENSÃO DE SAÍDA
NEG,ABERTURA DA ROTA DE MICROONDAS PARA TROCA DA JANELA DE VEDAÇÃO DO GUIA DE ONDA . NA ANTENA EM DIREÇÃO A REPETIDORA DE BRUSQUE.
NEG,LIMPEZA DOS FILTROS CONFORME PROGRAMACAO SM 52.
NEG,MONTAGEM DO TR-RESERVA COM ENSAIOS E TESTES.
NEG,MANUTENCAO CORRETIVA NA CHAVE SELETORA DO FREQUENCIMETRO DE POTENCIAL DAS  BARRAS. DURANTE O SERVICO O FREQUENCIMETRO FICARA FORA DE OPERACAO.
NEG,TESTES NOS GDG`S UTILIZANDO CARGAS ESSENCIAIS
NEG,SSCP EFETUAR INTERVENÇÃO PARA ELIMINAÇÃO DE FUGA PARA TERRA NOS VÃOS DAS LT 04F1. 04L2. 04F3.   04C1. 04C2. E 04C4 SE SPU.
NEG,IMPLEMENTAÇÃO DA NOVA VERSÃO DO SMS 530. QUE É UM SOFTWARE DE CAPTURA E ANÁLISE DE OSCILOGRAFIA DOS RELÉS.
NEG,TESTES DE COMISSIONAMENTO. TESTES PONTO A PONTO DA AMPLIAÇÃO E DE PFU COM COT NA CONTROLADORA YTA 
NEG,TROCA DO MAILA DO ALIMENTADOR DA DIRECAO DE UBERLANDIA
NEG,MANUTENÇÃO GERAL NA FASE RESERVA
NEG,VERIFICAR E SANAR DEFEITO NO DISJUNTOR DJ-01 DE 380 V DO TRANSFORMADOR -01 DO SERVIÇO AUXILIAR DO COL-CB.
NEG,MANUTENÇÃO GERAL NA FASE RESERVA
NEG,INSTALAR CHAVE ESTATICA PARA ALIMENTACAO DOS MODENS NO PAINEL DO SSC.
NEG,CARGA FORCADA EM BANCOS DE BATERIAS 1 E 2 DE 125VCC DO SERVICO AUXILIAR DO CE01.
NEG,MANUTENCAO CORRETIVA NA BASE DE DADOS DO SAGE VISANDO A NORMALIZACAO DO ESQUEMA DE CONTROLE DE EMERGENCIA.
NEG,MANUTENCAO PREVENTIVA EM RETIFICADORES 1 E 2 DE 125VCC E RESPECTIVOS BANCOSDE BATERIAS.
NEG,MANUTENÇÃO EMERGENCIAL NO SISTEMA DE COMUNICAÇÃO VIA SATÉLITE PARA ALTERAÇÃO DE FREQUÊNCIA NOS EQUIPAMENTOS SATELITAIS.
NEG,MODIFICACOES NO ESQUEMA VISANDO ENTRADA EM OPERACAO DA LTBSSB3.
NEG,TESTES NOS GDG`S UTILIZANDO CARGAS ESSENCIAIS
NEG,COMISSIONAMENTO DO REGISTRADOR DIGITAL DE PERTUBAÇÕES DO FUTURO MÓDULO DA LT 230 KV PRESIDENTE MÉDICI.
NEG,COMISSIONAMENTO DO REGISTRADOR DIGITAL DE PERTUBAÇÕES DO FUTURO MÓDULO DA LT 230 KV PRESIDENTE MÉDICI.
NEG,COMISSIONAMENTO DO REGISTRADOR DIGITAL DE PERTUBAÇÕES DO FUTURO MÓDULO DA LT 230 KV PELOTAS 3.   
NEG,LEVANTAMENTO DE PONTOS DE SUPERVISÃO PARA PROJETO SINOCOM.
NEG,INTERVENÇÃO PARA AJUSTES DE CONFIGURAÇÃO DA UTR. VISANDO CONTEMPLAR A ENTRADA DOS EQUIPAMENTOS 03BP 138KV. TRAFO 04T3 ACD E LT 03C3 E TESTAR A NOVA BASE DO SAGE-CROL.
NEG,LIMITAR A GERAÇÃO DA USINA DE FUNIL-GRANDE A 147MVA. QUE É A CAPACIDADE DE TRANSMISSÃO DA        LT 2 US FUNIL-LAVRAS 2 138KV. DEVIDO AO DESLIGAMENTO PROGRAMADO DA LT 1 US FUNIL-LAVRAS 2 138KV.
NEG,EFETUAR INTERVENÇÃO DE URGÊNCIA PARA CORREÇÃO VERIFICAÇÃO DE PROBLEMA DE COMUNICAÇÃO INTERMITENTE NO CANAL TSA ONS DA REMOTA ELEBRA SE TSA.
NEG,SUBSTITUIÇÃO DO MODEM ÓPTICO ASGA
NEG,CALIBRAÇÃO NA UNIDADE TERMINAL REMOTA (UTR) DO SSC.
NEG,CALIBRAÇÃO NA UTR DO SSC
NEG,CALIBRAÇÃO NA UTR DO SSC.
NEG,MANUTENÇÃO CORRETIVA.
NEG,ATUALIZAÇÃO DE PARAMETROS NAS MÁQUINAS S7 E S8
NEG,SSCP EFETUAR NORMALIZAÇÃO DA TELEMEDIDAS QUE SE ENCONTRAM  CONGELADAS DEVIDO CARTÃO DEFEITUOSO.
NEG,TESTES NA REMOTA STD E NO MEIO DE COMUNICAÇÃO PARA SUBSTITUIÇÃO DA REMOTA DO SSC.
NEG,TESTES NA REMOTA STD E NO MEIO DE COMUNICAÇÃO PARA SUBSTITUIÇÃO DA REMOTA DO SSC.
NEG,LIGAÇÃO DA FIAÇÃO DEFINITIVA DA REMOTA STD DO SSC.
NEG,MEDIÇÕES E TESTE DE FASEAMENTO DA REFERIDA LI
NEG,TESTE DE CAPACIDADE DO BANCO DE BATERIAS DO SERVIÇO AUXILIAR DE CC.
NEG,LIMPEZA DOS FILTROS DA ENTRADA DE GAS PRINCIPAL DA USINA
NEG,SAGE CROL - 1.INCLUSÃO DA SUPERVISÃO DE NOVOS PONTOS DE 230 KV E INCLUSÃO DE ALGUNS PONTOS    DO 69 KV NA SE AGL.   2.INCLUSÃO DA SUPERVISÃO DO TRAFO 04T3 NA SE ACD.   .                  3.INCLUSÃO DA SUPERVISÃO DA REGULAÇÃO AUTOMÁTICA DE  TAP EM BGI.   .                  4.INCLUSÃO DA SUPERVISÃO DO 04E1 EM NTD.   
NEG,SAGE CROP - 1.AJUSTES NA BASE DE DADOS DA SE BNO.     
NEG,EFETUAR COMUTAÇÃO ENTRE OS CANAIS DE SINAIS 1 E 2 DE COMUNICAÇÃO COM O COSR S.
NEG,TROCA DO MAILA DO ALIMENTADOR DA DIRECAO DE UBERLANDIA
NEG,TROCA DO MAILA DO ALIMENTADOR DA DIRECAO DE UBERLANDIA
NEG,MANUTENÇÃO CORRETIVA SISTEMA DETRE UH JUPIÁ
NEG,NTE TELEMAR REALIZAR MANUTENÇÃO PREVENTIVA  E CORRETIVAS NO CIRCUITO DE COMUNICAÇÃO DE DADOS NO ENLACE ANGELIM CROL E XINGO ANGELIM.
NEG,MUX 2MBP MBPS MDE TSA - SOTL - IU - EFETUAR INTERVENÇÃO DE URGÊNCIA PARA SLTL   SOTL ( POR SOLICITAÇÃO DO COSR-NE ) TRANSFERIR O SERVIÇO SAAGE TSA   COSR-NE . DO CANAL EMBRATEL PARA O CANAL CHESF .
NEG,INSTALACAO DA ALIMENTACAO DO COMPUTADOR CONCENTRADOR DOS RDPS DA SE NO INVERSOR QUE ALIMENTA O MODEM DA REDAC 70 DA SE
NEG,CONEXAO DA FIACAO NOS PAINEIS 6R E 12F PARA INCLUSAO DA LTCHTP2 NO ESQUEMA DO ECE-RIO DA STCH.O CONFORME SOLICITACAO ATRAVES DO DOCUMENTO RE3 293 2004EXPEDIDA PELO ONS
NEG,TROCA DA FONTE DO EQUIPAMENTO BRASDAQ OSCILADOR DE TELEMEDICAO KV INTERLAGOS E FLUXO DC
NEG,SAGE CROL -1.INCLUSÃO DA SUPERVISÃO DE NOVOS PONTOS DE 230 KV E INCLUSÃO DE ALGUNS PONTOS    DO 69 KV NA SE AGL.   .                 2.INCLUSÃO DA SUPERVISÃO DO TRAFO 04T3 NA SE ACD.   .                 3.INCLUSÃO DA SUPERVISÃO DA REGULAÇÃO AUTOMÁTICA DE  TAP EM BGI.   .                 4.INCLUSÃO DA SUPERVISÃO DO 04E1 EM NTD.   
NEG,TRANSFERENCIA DA SELEÇÃO(PRINCIPAL RESERVA) DAS MOTO-BOMBAS DE CIRCULAÇÃO DE ÓLEO DE RESFRIAMENTO DO MANCAL E MOTO-BOMBAS DO CIRCUITO D FORÇA REGULAÇÃO DAS UG-1 A 14 DA UHE JUPIA.
NEG,CARREGAR BASE DE DADOS CONTENDO ALTERACOES NA UAC KCZ006 (500KV).
NEG,CARREGAR BASE DE DADOS CONTENDO ALTERACOES NA UAC KCZ006 (500KV).
NEG,MODIFICACOES E TESTES NO ECE DEVIDO A ENTRADA EM OPERACAO DA LT CHTP 2
NEG,SSCP EFETUAR INSTALAÇÃO CONFIGURAÇÃO E TESTES DAS IHM S (INTERFACE HUMANO-MAQUINA) QUE VISAM ATENDER O SSL DE STJ. MUDANÇA NA ARQUITERTURA DE COMUNICAÇÃO UTR-CROS PARA UTR-SSL-CROS.
NEG,01B1 MSD  SNSF EFETUAR EM CARATER DE URGENCIA CORREÇÃO DE PONTOS QUENTES CRITICOS NAS   CHAVES 31E3-4.31E2-4 .31E1-4 E APROVEITANDO O DESLIGAMENTO DO BARRAMENTO   E CONSEQUENTE MENTE A DESENERGIZAÇÃO DO CE.APROVEITAREMAS PARA REALIZAR   MANUTENÇÃO CORRETIVA NO BANCO DE CAPACITOR 06H3 DO CE.
NEG,INSPEÇÃO VISUAL NOS CONTATOS ROTATIVOS.
NEG,INSPEÇÃO VISUAL NOS CONTATOS ROTATIVOS
NEG,MANUTENCAO CORRETIVA NO CARTAO DO DS8-POLE SEQUENCIA PAINEL KCA-3.
NEG,MANUTENÇÃO PREVENTIVA NA SECCIONADORA 4532
NEG,ATUALIZAÇÃO DA BASE DE DADOS DO CLP MASTER DA ZS 3C
NEG,REMOCAO DE NINHO DE PASSARO NO BERCO DA SECCIONADORA ZE 15 
NEG,ADEQUAÇÕES NO SOFTWARE DE PREPARAÇÃO PARA REENERGIZAÇÃO REGULAÇÃO AUTOMÁTICA DA SE CRD.
NEG,ADEQUAÇÕES NO SOFTWARE DE PREPARAÇÃO PARA REENERGIZAÇÃO REGULAÇÃO AUTOMÁTICA DA SE SMD.
NEG,ADEQUAÇÕES NO SOFTWARE DE PREPARAÇÃO PARA REENERGIZAÇÃO REGULAÇÃO AUTOMÁTICA DA SE STD.
NEG,COLOCAÇÃO EM SERVIÇO A NOVA UTR. TRANSFERENCIA DA CABLAGEM RELATIVA AS GRANDEZAS. CONDIÇÕES DE ESTADO E ALIMENTAÇÃO DA UTR ANTIGA PARA A UTR NOVA.
NEG,01B1 MSD  SNSF EFETUAR EM CARATER DE URGENCIA CORREÇÃO DE PONTOS QUENTES CRITICOS NAS    CHAVES 31E3-4.31E2-4 .31E1-4 E APROVEITANDO O DESLIGAMENTO DO BARRAMENTO    E CONSEQUENTE MENTE A DESENERGIZAÇÃO DO CE.APROVEITAREMAS PARA REALIZAR    MANUTENÇÃO CORRETIVA NO BANCO DE CAPACITOR 06H3 DO CE.
NEG,01B1 MSD  SNSF EFETUAR EM CARATER DE URGENCIA CORREÇÃO DE PONTOS QUENTES CRITICOS NAS     CHAVES 31E3-4.31E2-4 .31E1-4 E APROVEITANDO O DESLIGAMENTO DO BARRAMENTO     E CONSEQUENTE MENTE A DESENERGIZAÇÃO DO CE.APROVEITAREMAS PARA REALIZAR     MANUTENÇÃO CORRETIVA NO BANCO DE CAPACITOR 06H3 DO CE.
NEG,REMOCAO DE NINHO DE PASSARO NO BERCO DA SECCIONADORA ZE 15 
NEG,EFETUAR ATUALIZACAO NOVA BASE CONTENDO OS PONTOS DOS DCP S QUE SERAO SUPERVISIONADOS PELA UAC KCZ006.
NEG,SUBSTITUIR O TRANSFORMADOR DA SUBESTAÇÃO DO EDIFICIO SEDE DA TRACTEBEL ENERGIA.
NEG,ATUALIZAÇÃO DA BASE DE DADOS DO ECS ZS-3C.
NEG,SBT - 05V7-05V9 - SISTEMA - DIGITAL - NIVEL 2 E 3 - SNCP - EFETUAR  M.C    RESTABELECER SISTEMA DE SUPERVISÃO INDISPONIVEL.
NEG,REPOSIÇÃO DO CABO DE FIBRA ÓPTICA
NEG,VERIFICACAO DA ATUACAO DA PROTECAO DIFERENCIAL DO POLO 1 
NEG,SAGE CROS - 1.CORRIGIR A BASE DO SAGE SUL PARA SOLUCIONAR FALHAS DE TELESSINALIZAÇÃO DE CHAVES SECCIONADORAS QUE ESTÁ OCORRENDO ENTRE O SAGE SUL E O SAGE DO COOS. POIS NÃO ESTÁ HAVENDO ATUALIZAÇÃO DO ESTADO DE ALGUMAS CHAVES.   
NEG,SAGE CROL -  1.INCLUSÃO DA SUPERVISÃO DO 04E1 EM NTD.   
NEG,SSTL - O SSTL REALIZARÁ MANUTENÇÃO CORRETIVA NO FOX 515 DA NGE (FOX 515 LT 04N4 JCR - DOW - NGE). COM A FINALIDADE DE SUBSTITUIR PLACA DE LINHA DO EQUIPAMENTO.
NEG,CARREGAR BASE DE DADOS CONTENDO ALTERACOES NA UAC KCZ006 (500KV).
NEG,CALIBRAÇÃO NA UNIDADE TERMINAL REMOTA DO SSC.
NEG,SUBSTITUIÇÃO DO MÓDULO A D DA REMOTA COPEL INSTALANA DA USINA SALTO GRANDE.
NEG,SSTL - O SSTL REALIZARÁ MANUTENÇÃO CORRETIVA NO FOX 515 DA NGE (FOX 515 LT 04N4 JCR - DOW - NGE). COM A FINALIDADE DE SUBSTITUIR PLACA DE LINHA DO EQUIPAMENTO.
NEG,MANUTENÇÃO CORRETIVA NA REMOTA MAP.
NEG,PESQUISA DE POSITIVO A TERRA NO SERVIÇO AUXILIAR DE 125 VCC.
NEG,ATUALIZACÃO DA BASE DE DADOS DO SAGE PARA IMPLEMENTAÇÃO DAS TELAS DE PROTEÇÃO   - TESTE DOS PONTOS IMPLEMTADOS NAS  TELAS DE PROTEÇÃO  NAS UTRS DE CANOINHAS E CURITIBA.
NEG,MIGRAÇÃO DO PROVEDOR DA REDE DE TELECOMUNICAÇÕES CORPORATIVA DO ONS
NEG,DESLOCAMENTO DA ANTENA DO SISTEMA DE COMUNICAÇÃO MICROONDAS NA DIREÇÃO DA SE CANOINHAS.
NEG,SUBSTITUICAO DO SWITCH QUE INTERLIGA A CASA DA CPTE E SALA DE CONTROLE.
NEG,MODIFICACOES E TESTES NO ECE DEVIDO A ENTRADA EM OPERACAO DA LT CHTP 2
NEG,CORRETIVA NA REMOTA REDAC DE STBD.
NEG,TESTE DOS PONTOS IMPLANTADOS NAS  TELAS DE PROTEÇÃO  NAS UTRS DE CANOINHAS
NEG,TAMPONAMENTO DA SAÍDA DA LT IGARAPAVA-UBERABA 6 DE 138 KV DA SE BLINDADA PARA O PÁTIO EXTERNO. 
NEG,MANUTENÇÃO NA SECCIONADORA 29-128
NEG,RECOLOCAR DISJUNTOR POSICAO ESQUEMATICA 1752-108 NO CUBICULO. APÓS MANUTENÇÃO GERAL REALIZADA EM BANCADA.
NEG,EFETUAR INTERVENÇÃO DE AMPLIAÇÃO ADEQUAÇÕES NO TELECOMANDO. TELESSINALIZAÇÃO E TELEMEDIÇÃO ASSOCIADO AO SISTEMA DE CONTROLE SUPERVISÓRIO DA SE MRR.
NEG,OPERACIONALIZAÇÃO  DA BASE DE DADOS TOPOLOGIA 41
NEG,SUBSTITUIÇÃO DE CAPACITOR DO CIRCUITO DE TEMPORIZAÇÃO DOS RELÉS DE SOBRE-CORRENTE. ASSOCIADOS AO 02A1 CGD.
NEG,SUBSTITUIÇÃO DE CAPACITOR DO CIRCUITO DE TEMPORIZAÇÃO DOS RELÉS DE SOBRE-CORRENTE. ASSOCIADOS AO 02A1 ACD.
NEG,MODIFICACOES E TESTES NO ECE DEVIDO A ENTRADA EM OPERACAO DA LT CHTP 2
NEG,MANUTENÇÃO PREVENTIVA PERIÓDICA GERAL NA FASE VERMELHA DO TR-1 DE 345 88 KV.
NEG,REALIZAR VERIFICAÇÃO DO SUPERVISÓRIO DO CLP NA US ITAIPU.
NEG,GERACAO DA BASE DE DADOS DO SISTEMA SOL INCLUINDO OS PONTOS DE SUPERVISAO DAS NOVAS UNIDADES GERADORAS DE SANTA CRUZ(USSC).
NEG,PESQUISAR E RETIRAR POSITIVO À TERRA. 
NEG,INTERVENÇÃO CORRETIVA PARA AJUSTES TEMPORIZAÇÃO DO TELECOMANDO ASSOCIADO AO 12H1 PRD.
NEG,ADEQUAÇÃO E AMPLIAÇÃO DO TELECOMANDO. TELESSINALIZAÇÃO E TELEMEDIÇÃO ASSOCIADOS AO SISTEMA DE CONTROLE E SUPERVISÃO DA SE AGL.
NEG,ATUALIZAÇÃO DO NÍVEL 2 E NÍVEL 3. PARA INCLUSÃO DAS FUNÇÕES DE TRANSFERÊNCIA DE DISPARO DE PROTEÇÃO. SERÁ TESTADO MICRO RESERVA DO NÍVEL 2.
NEG,MANTENCAO CORRETIVA NO SAGE 1 E 2 (PROBLEMA DE SINCRONISMO).
NEG,TESTE PONTO A PONTO COM COSRN COM A TUUGH-18.
NEG,EFETUAR M.C NO ERAC POR SUBFREQUÊNCIA QUE ENCONTRA-SE INDISPONÍVEL FACE QUEIMA DE FUSÍVEL.
NEG,IMPLANTAÇÃO DO SISTEMA DE MEDIÇÃO DE ENERGIA BRUTA
NEG,ATUALIZAÇÃO DO NÍVEL 2 E NÍVEL 3. PARA INCLUSÃO DAS FUNÇÕES DE TRANSFERÊNCIA DE DISPARO DE PROTEÇÃO. SERÁ TESTADO MICRO RESERVA DO NÍVEL 2.
NEG,COLOCAÇÃO DE BRITAS NO PÁTIO DA SE - SETOR DE 138 44KV. SERVIÇOS DA OBRA DE CONSTRUÇÃO DO NOVO MÓDULO DE 230KV (GRUPO ETAU).
NEG,TESTE PONTO A PONTO COM O CORN  DA TUUGH-18
NEG,VERIFICACAO DE TERRA FRANCO NA BARRA E NEGATIVO NO SISTEMA DE ALIMENTACAO DO DETOR DE 345 KV
NEG,MANUTENÇÃO PREVENTIVA PERIÓDICA GERAL NA FASE VERMELHA DO TR-1 DE 345 88 KV. (RESERVA)
NEG,DESCONECTAR CABO DE ALIMENTAÇÃO DO SERVIÇO AUXILIAR DE EMERGÊNCIA.
NEG,CONECTAR OS CABOS DE ALIMENTAÇÃO DO SERVIÇO AUXILIAR DE EMERGÊNCIA.
NEG,EFETUAR TESTES DE MAGNETIZAÇÃO DO ESTATOR DO GERADOR 3.
NEG,MANUTENÇÃO CORRETIVA DAS MEDIDAS ANALÓGICAS
NEG,PESQUISAR DEFEITO NA TRANSMISSÃO DE TDD INDEVIDO NA LINHA NOBRES   SINOP  230 KV TRECHO NOBRES   NOVA MUTUM. ATENDENDO RECOMENDAÇÃO DA ANALISE DA OCORRÊNCIA DO DIA 28 10 2004.
NEG,PESQUISAR DEFEITO NA TRANSMISSÃO DE TDD INDEVIDO NA LINHA NOBRES   SINOP 230 KV  TRECHO NOVA MUTUM  SORRISO. ATENDENDO RECOMENDAÇÃO DA ANÁLISE DE OCORRENCIA DO DIA 28 10 2004 QUANDO DO DESLIGAMENTO DOS DOIS RETIFICADORES DE 125 VCC.
NEG,MODIFICACAO NAS LOGICAS DE INTERTRAVAMENTO DAS SCS 9229. 9220T E 9220R. EM CONJUNTO COM SIEMENS E VATECH.
NEG,PESQUISAR DEFEITO NO ENVIO DE TDD DA SE NOVA MUTUM PARA AS SE NOBRES E SE SORRISO. OCORRIDO NO DIA 28 10 2004 QUANDO DO DESLIGAMENTO DOS RETIFICADORES 01 E 02 DE 125 VCC.
NEG,MANUTENCAO CORRETIVA NA SECCIONADORA SCZD14 - NAO ACEITA COMANDO DE CONEXAO E DESCONEXAO REMOTO. 
NEG,PESQUISAR DEFEITO NO SISTEMA DE CORRENTE CONTINUA DE 48 VCC E SISTEMA DE TELEPROTEÇÃO. TRANSMISSÃO DE TDD DA SE NOVA MUTUM PARA SE NOBRES E SE SORRISO. QUANDO DA PERDA DOS DOIS RETIFICADORES DE 125 VCC.
NEG,TESTE PONTO A PONTO DO SISTEMA DE SUPERVISÃO E CONTROLE DA TUUGH-18 COM O COSR-N.
NEG,DESLOCAMENTO DA ANTENA DO SISTEMA DE COMUNICAÇÃO MICROONDAS NA DIREÇÃO DA SE CANOINHAS.
NEG,INSPEÇÃO NO RELÉ 40D (DISCORDANCIA DE FASE) E CIRCUITO DE FECHAMENTO DO DISJUNTOR DEVIDO OCORRENCIA DO DIA 24 12 04 AS 15:34H.
NEG,MANUTENÇÃO PREVENTIVA DOS RELÉS DE PROTEÇÃO DO SETOR DE 230KV. DE 69KV E DE 13.8KV.
NEG,MUX_MDE_2MC_2MBPS NTD - EFETUAR INTERVENÇÃO CORRETIVA TESTE TAXA DE ERRO  DE CANAL NA ROTA RCD NTD E SUBSTITUIÇAO DE PLACA U2M .
NEG,MANUTENÇÃO PREVENTIVA DOS RELÉS DE PROTEÇÃO DO SETOR DE 69KV E DE 13.8KV.
NEG,MANUTENÇÃO PREVENTIVA DOS RELÉS DE PROTEÇÃO DO SETOR DE 230KV E DE 69KV.
NEG,TESTE
NEG,MUX_MDE_2MC STD - EFETUAR INTERVENÇÃO CORRETIVA TESTE TAXA DE ERRO  DE CANAL NA ROTA RCD NTD E SUBSTITUIÇAO DE PLACA U2M .
NEG,SAGE CROP - 1.AJUSTES PARA BASE EMS.   
NEG,MONTAGEM E INSTALACAO DE UMA CHAVE SECCIONADORA EM SERIE. VISANDO A INTERLIGACAO DAS LINHAS DOS ELETRODOS DE TERRA  MANUTENCAO PREVENTIVA NAS SCS ZH13. ZH15. ZH14. ZG13. ZG14. ZG15 E NOS DRPS ZF3 E ZF23  MODIFICACAO DE CIRCUITO DE CONTROLE E PROTECAO DO BIPOLO 1 VISANDO A INTERLIGACAO DAS LINHAS DOS ELETRODOS DE TERRA  MANUTENCAO CORRETIVA NA INSTRUMENTACAO DOS SISTEMAS DE RES- FRIAMENTO PRIMARIO E SECUNDARIO DO CV 03  MANUTENCAO CORRETIVA NA INSTRUMENTACAO DOS SISTEMAS DE RES- FRIAMENTO PRIMARIO E SECUNDARIO DO CV 01  ELIMINAR PONTO QUENTE NA SC ZE-14  INSTALACAO DO CONECTOR DA CHAVE DE INTERLIGACAO DOS ELETRODO COM O BARRAMENTO DE NEUTRO DO BIPOLO 1  ZB-2  RETIRADA DE ATERRAMENTO DA LINHA DE INTERLIGACAO DOS ELETRO- DOS 1 E2 APOS A INSTALACAO DE CONECTOR QUE LIGA A CHAVE ZB-2 AO BARRAMENTO. 
NEG,CONSTRUCAO DE BASE PARA INSTALACAO DE UMA SECCIONADORA PARA INTERLIGACAO DAS LINHAS DO ELETRODO  COMPLEMENTACAO NOS PAINEIS DE CONTROLE PROTECAO SINALIZACAO REFERENTE A IMPLEMENTACAO DA ORDEM DE MUDANCA 0010 03 - INTERLIGACAO DAS LINHAS DOS ELETRODOS DOS BIPOLOS 1 E 2.  VERIFICACOES GERAIS NOS PAINEIS DE PROTECAO E CONTROLE DO BI POLO 01 KBA1.2.3.  TESTE NO SISTEMA DE AGUA NEBULIZADA DOS TRAFOS ZG.1A.B.C. ZH1.A.B.C. ZD1.A.B.C. ZE1.A.B.C E REATORES DE ALISAMENTO ZC.1 E ZF.1  MANUTENCAO PREVENTIVA NAS CHAVES ZC.20   ZF.20  MANUTENCAO PREVENTIVA NA CHAVE ZB.1  MANUTENCAO CORRETIVA NA CHAVE ZD.14 - NAO ACEITA COMANDO REMOTO DE ABERTURA E FECHAMENTO  MANUTENCAO CORRETIVA NA CHAVE ZG.13 - ATUANDO LIMITADOR DE TORQUE  TROCA DE ISOLADORES QUEBRADOS ENTRE AS TORRES 957 A 1485 (SERVICO SERA EFETUADO PELO PESSOAL DE ITABERA) DAS LTS LTFIIN1 E 2 
NEG,INSTALACAO DO SISTEMA DE AQUISICAO DE DADOS (LAB-VIEW).PARA MONITORAR SINALNO REGULADOR DEVIDO OSCILACOES DA POTENCIA ATIVA.
NEG,MONTAGEM E INSTALACAO DE UMA CHAVE SECCIONADORA EM SERIE VIS ANDO A INTERLIGACAO DAS LINHAS DO ELETRODO DE TERRA  MODIFICACAO DE CIRCUITOS DE CONTROLE E PROTECAO VISANDO A IN TERLIGACAO DAS LINHAS DOS ELETRODOS DE TERRA. 
NEG,MONTAGEM E INSTALACAO DE CHAVE SECCIONADORA VISANDO A INTER LIGACAO DAS LINHAS DO ELETRODO  COMPLEMENTACAO NOS PAINEIS DE CONTROLE PROTECAO SINALIZACAO REFERENTE A IMPLEMENTACAO DA ORDEM DE MUDANCA 0010 03 - INTERLIGACAO DAS LINHAS DOS ELETRODOS DOS BIPOLOS 1 E 2.  VERIFICACOES GERAIS NOS PAINEIS DE PROTECAO E CONTROLE DO BI POLO 02 KJA1.2.3.  SANAR PONTO QUENTE NA CHAVE ZK.4  MANUTENCAO PREVENTIVA NAS CHAVES ZN 20   ZK 20 E ZJ.1  LIMPEZA NOS BANCOS DE FILTROS CC DOS POLOS 3 E 4  TROCA DE ISOLADORES QUEBRADOS ENTRE AS TORRES 954 A 1485 (SERVICO SERA EFETUADO PELO PESSOAL DE ITABERA) DAS LTS LTFIIN3 E 4 
NEG,SAGE CROO-   1.INVERTER O FLUXO DO 04T8-BES.   .                    2.AJUSTES PARA BASE EMS.   
NEG,SAGE CROS - 1.AJUSTE PARA BASE EMS.   
NEG,SAGE CRON - 1.AJUSTES PARA BASE EMS.   
NEG,SAGE CRON - 1.AJUSTES PARA BASE EMS.   
NEG,SSCP EFETUAR MUDANÇA NA CONFIGURAÇÃO DO SSL PARA SUA ARQUITERTURA FINAL. INTERLIGANDO-O A   REMOTA SCS DISPONIBILIZANDO O SISTEMA DE SUPERVISÃO LOCAL DO PAD R STJ.
NEG,SAGE CROL - 1.INCLUSÃO DA SUPERVISÃO DA REGULAÇÃO AUTOMÁTICA DE TAP DA SE BGI   .                  2.INCLUSÃO DA SUPERVISÃO DA SINALIZAÇÃO DO RELIGAMENTO DO 69KV DA SE   MRR.   .                  3.INCLUSÃO DA SUPERVISÃO DO TRAFO 04T3 DA SE ACD.   
NEG,MAMUTENÇÃO CORRETIVA NA REMOTA DO SSC.
NEG,IMPLEMENTAÇÃO DA NOVA VERSÃO DO SMS 530. QUE É UM SOFTWARE DE CAPTURA E ANÁLISE DE OSCILOGRAFIA DOS RELÉS.
NEG,TRANSFERÊNCIA DO CANAL PRINCIPAL DO ONS DO MICROONDAS PARA O SISTEMA INTEGRADO DE TELECOMUNICAÇÕES DIGITAL DA ELETROSUL.
NEG,LEVANTAMENTO E SUBSTITUIÇÃO DOS CABOS ROMPIDOS EM INCÊNDIO NO INTERIOR DE UMA CANALETA NO PÁTIO DA SE. ESTES CABOS INTERLIGAM OS EQUIPAMENTOS NO PÁTIO COM OS PAINÉIS NA SALA DE COMANDO.
NEG,LIMPEZA DOS ISOLADORES REAPERTO DAS CONEXÕES DO BARRAMENTO DE COBRE. ALUMINIO E ISOLADORES DE PINO E POLIM  ERICOS
NEG,NORMALIZAR COMANDO ELÉTRICO DO TUDJD-3X(DISJUNTOR DA BARRA I DE 440VCA)
NEG,PESQUISAR DEFEITO NA TRANSMISSÃO DE TDD INDEVIDO NA LINHA NOBRES   SINOP 230 KV TRECHO NOBRES   NOVA MUTUM. ATENDENDO RECOMENDAÇÃO DA ANALISE DA OCORRÊNCIA DO DIA 28 10 2004.
NEG,PESQUISAR DEFEITO NA TRANSMISSÃO DE TDD INDEVIDO NA LINHA NOBRES   SINOP 230 KV TRECHO NOVA MUTUM  SORRISO. ATENDENDO RECOMENDAÇÃO DA ANÁLISE DE OCORRENCIA DO DIA 28 10 2004 QUANDO DO DESLIGAMENTO DOS DOIS RETIFICADORES DE 125 VCC.
NEG,VERIFICACAO DE TERRA FRANCO NO CIRCUITO DE 125VDC DA SUBESTACAO.
NEG,TESTE SAGE-2004 E TESTE C4 E UGH-18 COM ONS.
